n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex,flat
742,742,37472.702,0.7,1.0,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,63.56997870235463,43.213774438107095,31.630352664687685,834.7836549618551,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.326716747939164,13.3456,15.7375,45238.432387845474,754.2978797823,1118.5907398,8
743,743,-47687.7562,1.0,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,65.94097552027449,46.70636295797113,26.777742523535217,620.1599230766395,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07803418071382738,13.3717,24.3124,44499.0535482611,1126.8441654152,1422.2116891,6
744,744,-208921.2228,0.8,0.7,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,54.27882265191266,36.04424377609449,32.32360162730819,970.6666921149277,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.9925,18.3538,32398.503309337724,639.0632545833,1116.3843521,4
745,745,47220.5298,0.8,0.7,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,49.2379860325306,29.33747002251741,28.8325448324868,657.5532823099862,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.42883702454132827,13.037,14.5547,29148.56885866621,456.8312458328,1076.0441721,10
746,746,-319412.0829,0.8,0.8,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,78.82444845022776,60.795774830276414,32.88948141063752,909.9359327217813,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.359,19.8075,53894.06472687714,1117.4584141279,1409.3013914,4
747,747,-166029.3399,0.7,0.8,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,61.260049361990355,37.024441313412765,30.91112238731989,890.7612956795498,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.1375,20.608,33592.64377962682,735.2228212301,1159.7948086,4
748,748,-517446.6704,1.0,0.7,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,79.19625247524783,60.8241934514035,35.172496580637976,1043.2056943120326,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.6998,25.0565,52414.185361779295,1381.4505118234,1212.9784971,4
749,749,-490022.0833,1.0,1.0,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,87.00195487166674,60.65775091672825,36.64901332627974,990.2606338582467,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.272,22.3085,58482.96879285491,1369.0307065739,1322.6079058,2
750,750,-278616.3641,1.0,0.9,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,82.5694496394787,63.55814243105573,32.24890053894024,758.614133819604,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.9179,23.4115,55019.95511239179,1340.4347671025,1516.0568262,8
751,751,-177762.6703,0.8,1.0,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,50.471852530494814,30.680505910036807,29.85183884840992,794.6016445878556,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.7689,16.5175,27870.748468169513,494.9092213585,909.1205942,6
752,752,-166497.4962,0.8,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,68.41707252477248,47.64106441817146,25.921718769634598,578.7441610733276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.8661,15.2934,46619.65078324285,743.3417141357,1238.457106,4
753,753,-285121.8551,0.8,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,56.048105312405745,33.36547231502836,27.389463569810165,566.9281439167037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.4596,19.868,29912.18368397369,628.4187578836,937.304864,4
754,754,-415070.0647,0.7,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,78.85324573205052,59.70307043002649,29.12026649047266,717.203044191644,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.9436,25.9763,45303.164223329855,1226.9107709363,1823.262937,10
755,755,-182025.6731,0.8,0.7,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,48.41178616980526,29.708345585175813,27.7842693111019,760.3091851465006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.4131,16.3925,26956.56960305503,473.8013917004,1080.3201925,8
756,756,73196.2106,0.7,1.0,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,59.48590699932363,35.57535361340926,34.46158960126357,963.9457515213687,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5045950551443427,7.5406,16.4769,32985.37188873589,587.7631368549,958.8764839,10
757,757,-128724.7713,1.0,1.0,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,77.95781242490908,58.16865988789038,31.88723421459565,880.1060178746952,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16.4143,21.4017,60339.247285170626,1349.4894627316,1501.344709,10
758,758,-143521.2748,1.0,1.0,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,80.40744349052508,62.07918847914239,29.934737281224418,863.7070789260431,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.9575,20.1291,56839.57153111668,1188.9762639791,1613.8057958,6
759,759,-227104.3708,1.0,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,93.43976766655999,72.19221199935552,38.38689689793264,1231.438107143607,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.4126,21.6065,74452.00981957142,1691.1290358634,1530.7558401,8
760,760,-513198.104,0.8,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,72.84973695835912,51.45016319066054,32.62550761977629,866.6923261473519,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.7643,39.4302,38733.78537561104,1601.8012847077,1739.8647917,8
761,761,-588238.0484,1.0,1.0,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,86.20235332127797,65.44901840791965,33.402452806190354,860.1325341885145,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.2138,28.834,49905.77364957846,1504.4477892136,1698.4295091,8
762,762,-296264.5287,0.8,0.7,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,53.20287722149756,35.93103529308648,31.733490168179088,970.1014444869411,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1462,19.3144,28315.078922655444,586.9716526678,1120.5188804,6
763,763,-118736.5807,0.7,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,68.55125278279127,47.20029003501975,27.3417743685852,595.0746310661351,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.3988,24.3827,43740.912021807395,1113.2009335554,1419.9082597,6
764,764,-249906.1068,0.8,0.8,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,76.01308167538562,51.305459862589906,33.549687180524884,718.0006921769426,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6358,22.7807,42880.75139411253,1024.7298648307,1280.580581,8
765,765,-187880.297,0.9,0.9,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,49.386653038387315,32.53470610690101,29.768321948127564,916.2475826942626,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0851,16.5341,29248.372462842934,519.8917727973,920.6949982,4
766,766,-62482.9845,0.7,0.7,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,46.31288295287834,24.811657140953393,26.896777009632906,651.3581293060045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.7181,16.1322,22172.211122880246,385.4843484779,1059.120187,10
767,767,-438653.8543,0.9,0.7,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,74.23424326944455,52.23278038213536,30.476445552059317,832.7714064303585,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.3331,24.3897,47646.443838977226,1214.9580311502,1102.5660039,2
768,768,38852.691,0.7,0.8,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,59.44217591855856,37.84785523944787,34.989191700919335,964.4545784146248,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3597791939249708,10.5801,14.7998,39866.24800118184,636.7763100987,948.4324633,4
769,769,47098.7025,0.9,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,80.85227233614265,62.95324153139537,30.3780030002619,864.4973109491423,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2985810748128887,14.4496,19.2158,59589.96025154475,1190.6827349079,1728.9978393,8
770,770,-122311.2247,0.9,1.0,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,52.646225789654146,30.797981655356274,30.797257397421426,912.8957737872505,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.9865,17.1609,26515.070477229874,490.6266930107,926.8179742,6
771,771,-155890.9614,1.0,0.8,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,55.328719537667794,35.74024946283656,32.66361503964198,969.1098936661203,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.7801,18.6397,31842.297945562168,638.308339126,1128.9649087,10
772,772,36602.16,0.8,0.9,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,62.83050884333839,42.676281591630165,29.993388456664825,801.0668608062692,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3025253695226999,10.8936,17.9712,41937.15335824166,796.8810579193,1091.5140404,6
773,773,-254181.0649,0.8,1.0,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,73.27702890167733,53.91516791530243,32.535235938550954,981.7301571066513,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0724,22.9175,50165.48074861808,1208.5316112673,1357.2066406,4
774,774,-208356.1025,0.9,1.0,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,53.80694652776263,37.19511056906412,32.33808388134131,969.9818993223901,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.9796,18.2994,32407.730742505897,637.8511386766,1123.5581927,8
775,775,-610708.4973,0.8,0.8,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,80.27408970246466,59.572579417389335,35.389243253329646,1040.828836197185,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3554,28.5509,45822.863302802776,1377.658310578,1347.3835266,8
776,776,-138869.5921,1.0,0.8,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,48.51598881988283,30.346870704136403,28.09094058206623,759.7079370923752,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8469,14.5902,27327.416663574604,428.3816514186,907.0060279,6
777,777,-365557.4995,0.7,0.8,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,63.87655201232621,43.102205926853685,24.548770419769255,515.8591641281051,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4761,26.5637,35395.72530872119,982.8948138836,1226.4487774,6
778,778,-118018.374,0.7,0.8,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,46.2734315683704,28.871768691159886,27.411860230262413,798.9595146309568,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.3613,17.9238,25660.934431622874,493.5199988138,1068.6273936,4
779,779,-97638.297,0.9,0.8,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,59.66836674539168,39.36773695961819,35.55687655194144,965.9905955331069,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.7176,14.2855,38593.96956596796,595.6408063913,947.7091945,4
780,780,-129389.8046,0.7,0.7,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,88.59125444487375,64.88607743067261,34.96870448549192,921.813571731979,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.7468,22.9819,65257.2515579912,1564.9479609045,1485.2375385,4
781,781,-72563.8685,0.8,0.8,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,89.49244166053857,68.9943476009111,36.33555336397682,1047.3395622530788,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.07879894328710817,9.7401,21.2632,71090.63972905387,1585.2952514567,1206.6110133,2
782,782,-46366.9553,0.8,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,80.18686223885082,62.832891666626566,29.6381714844662,838.8613495680789,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.08775064032637175,9.0411,19.995,59232.45573887817,1228.8165087085,1263.9181587,6
783,783,-355478.1286,0.9,0.7,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,86.11261933762091,66.10009949150782,34.235265029080765,924.2590665974095,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.6536,21.2641,56011.62601404132,1244.0137458201,1408.4072337,6
784,784,-127070.8021,0.7,0.7,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,48.21457095084402,30.723274031418768,22.382615344579627,641.845778977054,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.657,26.9685,26378.55688572058,749.2231935649,1084.5011957,4
785,785,-238202.3536,0.9,0.9,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,47.84361027282492,27.738429022862466,27.00980144038096,760.9987212176004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.1575,18.0491,24452.291838998775,472.4309795918,1064.8884735,4
786,786,-109945.761,0.9,0.7,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,51.19712916421082,33.5182483670995,30.739315737502217,824.1012191579528,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.8075,16.6993,30284.126579043834,543.9560307758,1087.9509948,8
787,787,-97469.6411,0.9,0.8,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,79.51928694782052,60.27355557200733,32.96323125781165,908.6313308827956,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.3755,17.8597,59777.39863902873,1116.2254092682,1228.108772,4
788,788,-68069.2453,0.9,0.9,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,80.66233692414578,58.20085045549909,37.51904524229682,1064.6120424038122,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07291822950001069,11.3601,20.5911,60160.18329462396,1311.0508129551,1229.1458927,2
789,789,-462288.5109,0.7,0.8,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,76.79273907029855,55.75329695789891,27.302086172589412,689.0121995621687,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0082,25.343,44858.68421991035,1184.2672674406,1588.7056282,6
790,790,-43266.7435,0.9,0.9,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,61.05171711642136,39.641972649594294,36.09400433022367,1129.0676523852928,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.05674340736669235,9.1958,15.759,39161.37005315613,667.9902879351,978.6202751,8
791,791,-501587.7328,0.9,1.0,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,78.87263008189919,59.70664998088846,35.007080860362365,1022.6536811133242,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.8153,24.9726,49930.862478196155,1313.2509473959,1506.4244306,8
792,792,-543837.7486,0.9,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,102.10943135356062,85.30314183718504,37.632180765533874,873.8485098655524,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.2339,17.4316,79453.08401551539,1443.7958836598,1189.4157536,2
793,793,-490288.6226,0.9,0.8,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,84.87825661895926,65.87552427008647,33.5218393943686,871.4053673790229,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.3814,26.0384,47172.790337985796,1283.5794997481,1532.9255555,8
794,794,-94634.5653,0.9,0.7,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,56.12227908745581,37.661568328538735,33.47516608260797,967.8168909550232,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.2816,15.416,33809.89824855629,562.1951440951,959.5659106,10
795,795,-91303.436,0.8,1.0,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,50.25925993839422,28.762568033214336,28.070021010022177,869.7195629320779,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.2413,18.4908,24911.975195593615,494.895497648,934.4225391,8
796,796,-75100.0851,1.0,0.7,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,78.81835387832393,60.66527819507915,30.129852109449843,834.5725118312332,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04792669458696415,10.5613,22.8508,60515.90625185803,1437.9793335382,1347.75257,2
797,797,-143748.6504,0.9,0.8,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,70.62348291012125,49.70035970025955,32.19495589583733,969.669028096193,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.1042,20.215,42016.1041023606,893.568953963,1470.9522203,10
798,798,-129843.6866,0.9,0.7,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,80.94556962617287,61.23624249548401,36.14189125579693,1040.0902888971575,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.9857,19.0147,60684.41808412489,1215.4718462031,1143.358132,2
799,799,-356747.5142,0.8,1.0,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,78.66087254821377,60.35294679667782,30.133480787346045,753.2320285772225,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.2678,27.2775,50222.42438529052,1426.3570063018,1811.3528645,10
800,800,109388.5302,1.0,0.7,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,68.44734075626141,47.00249629570766,27.45765720790736,638.4433823965917,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49457266810783146,10.1186,18.1823,45450.002760126314,862.3860465977,1293.1062926,6
801,801,-66459.597,0.9,0.7,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,66.47975409426758,48.522092372617,34.15732698396396,1024.998996693088,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0719245796513934,14.7795,21.9158,51450.87310021727,1198.451284892,1271.9363123,2
802,802,-123590.6431,0.8,0.9,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,73.61470153353882,52.73633464212129,35.14800102585319,1018.0799914821026,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.4459,20.8065,52415.793568621295,1154.5456481376,1301.6602868,4
803,803,-148876.9183,1.0,0.9,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,93.31290068294692,75.13415995901393,30.38058380126022,867.7707780366538,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8932,18.1283,70957.38853484737,1327.0858326712,1303.0718387,4
804,804,-412702.2764,0.8,0.8,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,77.69634397817606,57.211607638281336,34.04529663302662,896.3825219561044,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.6024,28.0857,43709.67007124192,1288.9600588361,1390.4260731,10
805,805,29141.8999,0.9,0.9,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,49.750320876235314,28.58684056565273,27.992393932393327,759.5208830023774,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3438333824413466,10.8696,14.6392,28371.18625144646,446.677865285,927.279264,10
806,806,50485.9013,0.7,0.9,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,42.519479481713766,24.913082556626815,24.37195994313534,619.0213267242684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47128865072012255,10.3789,13.9931,23539.563772708698,354.6555090652,1016.0406477,2
807,807,-116246.9056,0.8,0.8,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,71.6475098756251,54.71083406016844,29.704086792141446,946.439058885535,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.7236,20.5225,46642.47823174463,1000.6129362626,1621.98452,10
808,808,-276217.4113,0.8,1.0,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,69.23814758874364,50.17645007011552,28.103234217996985,707.2358531494565,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0658,27.2121,42057.693497544155,1194.4706727827,1351.2855564,8
809,809,30794.6957,0.8,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,54.51620225785565,30.53788725318596,31.598131268664986,790.7512451533155,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.349340896143074,11.3753,13.6953,30547.250127384155,451.1482346515,1079.9467965,10
810,810,-213364.4699,0.8,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,72.25061940397578,53.1346305999917,35.95339877809128,1040.0188005065384,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0047,23.2082,55726.24053041893,1373.3199708255,1211.4254874,4
811,811,-499195.7075,0.9,1.0,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,61.452470564186775,41.81030978793752,29.665799164927506,724.9275802212343,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.4522,35.9037,31636.35920083399,1197.7523016597,1588.2314182,10
812,812,-499755.3817,0.9,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,64.22609703665668,42.66639968520938,33.83663874452797,1006.5298378430418,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3497,26.9949,36272.842695275926,1041.1490693101,1057.1739105,2
813,813,-759176.2949,0.9,0.8,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,87.42759470311739,70.29074896639973,35.41940259729808,1072.4809440825343,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.657,32.8749,48065.224197803385,1660.5978206066,1722.9810516,8
814,814,-344740.2857,0.8,0.8,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,74.55159066944603,55.06494074597258,34.297650962166,1048.009558444956,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.4952,29.8068,50088.312706647805,1573.2393605013,1505.353657,4
815,815,-163937.7255,0.9,0.9,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,64.85843872913897,46.63489938093164,26.650503700199184,685.9802909206423,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.4713,18.4414,45026.36024066385,867.142642323,1063.9121479,2
816,816,-217568.6233,0.7,0.7,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,69.27896831560076,50.072086661907704,28.957370482769495,829.6768363745125,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.1165,19.6339,45703.83190846466,938.3988464232,1356.2890662,4
817,817,-42286.041,0.7,1.0,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,51.601105311938205,31.2501094148354,30.498737228299476,793.5961637031469,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.8092,15.0053,28916.32101228932,467.347167529,1076.724773,8
818,818,23235.2085,0.7,0.8,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,64.36748413722174,44.82198876538863,39.230167004651285,965.1238999877583,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.30061596707001065,10.0973,11.6739,45599.006276234715,576.9712754657,1109.8631449,4
819,819,-329951.9278,0.7,0.7,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,91.6789185469529,73.50311053668278,30.70237120266162,756.97867302092,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7903,21.1659,65912.23523809484,1442.7812522705,1679.9405949,8
820,820,-3475.5844,1.0,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,70.92841882981823,52.781360145187136,27.944181841926582,630.1571540581492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1853401065558078,10.8474,22.5403,52792.35568112598,1238.9784576466,1266.7112137,2
821,821,-89459.0764,1.0,0.8,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,48.16188846500673,28.999578931069117,23.793767939932344,560.960331515779,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.567,22.5767,27391.307169173546,655.3597466016,1131.3548233,2
822,822,-334947.5003,1.0,1.0,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,78.89516795797576,59.91734948189556,31.629752085078074,954.6365156905982,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.9615,24.5062,52710.21354585915,1348.7732569032,1329.6250732,6
823,823,-222223.5018,0.7,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,89.98381623417094,70.7485291681736,36.6857469831981,1070.4894966320294,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0216,22.5469,70318.55089108388,1661.4403148348,1612.8758502,6
824,824,-265331.3243,0.8,0.9,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,75.81909495418658,55.864219981883494,26.80709990812961,691.3165887997245,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5842,26.9164,48727.11162789254,1361.474666741,1724.3969054,8
825,825,46473.6135,0.8,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,53.97607229473937,34.45468678948566,31.731299931022384,968.6656150852184,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.402983213024474,15.3172,14.6741,37180.54548842635,586.7030335259,1111.4517511,2
826,826,-53724.6701,0.7,0.7,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,48.37687208498814,29.300921194678125,28.502680505316608,658.2148121602952,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.98,16.3336,27158.597781969365,477.8211821147,890.8932228,4
827,827,-65229.9002,1.0,0.9,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,40.03324973790465,22.6521000419176,22.73546228969653,590.1905783150294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.6393,14.6752,20057.027907484357,316.4736844549,874.6218489,6
828,828,-410604.6123,0.7,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,72.66967429211616,52.99496110642567,34.09184629547629,1010.4918944537466,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.6121,19.4259,45982.99858309304,942.8103276316,1085.0959123,4
829,829,-258867.2629,1.0,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,53.94069408452583,38.40329880260872,32.666096757462206,970.6849379138819,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.898,16.3097,32250.07523553584,565.70450263,959.6204657,10
