n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
740,740,110878.4284,1.0,0.7,0.8,55,0.9,2,1,0,0,1,1,1,0,1,1,0,105.47043048803332,82.15773886528974,38.31332523900501,868.3815801806142,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4365709202049089,10.0342,15.6992,79786.83044957987,1304.6282802125,1523.1586147
741,741,-514269.0572,0.8,0.8,0.3,25,0.9,2,1,0,0,1,1,1,0,1,1,0,82.73862926359485,59.7459638682417,31.86271932403269,748.8707116198943,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.7,25.4463,53722.086021082134,1423.8069172514,1226.8356519
742,742,-90161.0636,0.8,0.9,0.6,55,0.9,2,1,0,0,1,1,1,0,1,1,0,72.00451923653443,52.963355405474886,29.368845942716423,945.5417059629946,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.012192792119946666,13.2356,22.5297,52597.68890101109,1236.749743514,1314.2421428
743,743,11804.6523,0.8,0.8,0.7,55,0.9,2,1,0,0,1,1,1,0,1,1,0,66.51246027759832,44.1030901848564,29.457325484853328,811.6383635478671,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2500683791886539,14.5185,16.8521,46111.965169136485,816.8982020368,1207.8273795
744,744,53499.0311,0.9,0.8,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,89.17374806467907,69.05863783136121,36.04289922352054,897.6640631268608,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3219523092700378,7.4742,15.961,68922.89042250992,1150.7309758613,1110.5965226
745,745,-13005.0809,0.9,0.7,0.5,35,0.9,2,1,0,0,1,1,1,0,1,1,0,36.210994798028096,17.158300467782485,20.11271729933578,445.7255586700895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03891045731155998,6.6866,14.0727,15715.607655462654,238.9721936916,845.759437
746,746,1026.1058,1.0,0.7,0.2,45,0.9,2,1,0,0,1,1,1,0,1,1,0,37.10137639523966,21.09361867785734,21.14693842191489,526.1719976518621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16916053945048348,9.3279,16.2364,19356.210769501162,337.9207950412,847.0261486
747,747,-251528.7609,0.8,0.8,0.5,35,1.0,2,1,0,0,1,1,1,0,1,1,0,77.19298224459565,57.99492688317913,34.82222531460864,1037.1638542003416,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.4627,20.2412,50364.111753314675,1074.3051746762,1430.1396333
748,748,-303673.5812,0.7,0.7,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,64.84662001421661,43.33722628222507,31.861599113965095,952.6794148490924,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.3708,26.4983,32986.4314583276,924.9647701408,1193.2467696
749,749,68715.6138,0.8,0.9,0.4,60,0.9,2,1,0,0,1,1,1,0,1,1,0,49.4658681458573,29.391434951032334,29.071835150949212,796.3114716586358,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5145586653999589,12.396,14.8395,31036.376755199446,496.1420336535,905.9050213
750,750,-546355.5998,0.8,0.7,0.9,20,1.0,2,1,0,0,1,1,1,0,1,1,0,72.22676767316202,52.184475018976116,34.43667821871531,1019.1287157794267,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0912,27.1698,40073.91491779071,1152.2967131344,1431.2786834
751,751,-642125.6336,0.8,0.9,0.9,20,1.0,2,1,0,0,1,1,1,0,1,1,0,76.97191118076748,59.38724661293711,33.83590384197937,1043.5004862923429,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.6633,31.1079,41977.88413315139,1375.3960764537,1610.4670542
752,752,-78170.7917,1.0,1.0,0.3,45,1.0,2,1,0,0,1,1,1,0,1,1,0,79.04494528939472,57.66889288051171,34.899141906458176,874.1949561246299,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.004924018811902057,8.369,18.3789,55676.12257230745,1076.159704855,1246.8829208
753,753,-92053.9382,0.9,0.8,0.1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,54.78830370305773,37.84392177936568,26.529695191889942,695.04366529873,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.2199,21.5009,35880.13330106456,812.6693946301,959.0276074
754,754,-193693.9328,0.8,0.7,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,58.15403295331669,40.0314492309325,27.281293790227693,804.6595230582628,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.1519,26.4705,31812.519950072237,886.6457095416,1200.6873082
755,755,-708377.5756,0.7,0.9,0.4,20,0.9,2,1,0,0,1,1,1,0,1,1,0,86.0729845161336,67.60247664379753,34.52541682822453,871.2063739659436,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.5342,28.6916,54190.507775851416,1626.0224526933,1329.8020511
756,756,70257.4763,0.8,0.8,0.3,60,1.0,2,1,0,0,1,1,1,0,1,1,0,88.81241199616062,70.1894066781384,35.97957342483429,1071.7789522319617,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.35329589183763715,13.0812,17.3216,72995.75107520148,1326.1717749327,1483.1946239
757,757,-18227.798,0.8,0.9,0.1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,61.71868515618094,43.965309105565616,24.980957675922703,590.1892915510123,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13240161071157489,8.2274,22.5624,43154.10810582591,1015.4908292029,1002.7668421
758,758,86908.4804,1.0,1.0,0.8,60,0.9,2,1,0,0,1,1,1,0,1,1,0,43.472530854230484,24.27808626905762,25.591791138239373,547.2965615940436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6587036515664849,11.3026,15.2167,23876.821114672184,393.1065614666,884.4992651
759,759,-25133.8077,0.7,0.9,0.2,55,0.9,2,1,0,0,1,1,1,0,1,1,0,88.3684753869477,70.92013525349853,36.16473204450417,1071.8436299378548,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16225874608257929,10.4204,19.006,72934.3380292629,1454.8674196673,1239.4406534
760,760,28610.0949,0.7,0.8,0.8,55,1.0,2,1,0,0,1,1,1,0,1,1,0,72.54067135355247,54.20304263593454,30.3909915722985,813.8218415232352,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2537027085778629,10.4067,19.1101,50331.56970002089,1005.1175084037,1389.9101825
761,761,63468.0306,0.8,0.7,0.1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,58.183732048491066,37.523914637979864,34.47452632897181,965.7460481598853,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4642576483761621,11.5883,13.8089,37738.838560982615,562.6389678693,1109.5426069
762,762,98680.8872,0.8,0.9,0.3,55,0.9,2,1,0,0,1,1,1,0,1,1,0,44.40441063704696,26.82308208327454,25.488603559313308,689.0508839217936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7674005867024263,10.1785,12.6715,26906.960719242874,366.9185788289,870.729944
763,763,-240048.1764,0.7,0.9,0.7,20,0.9,2,1,0,0,1,1,1,0,1,1,0,51.185764899412085,31.208447998127372,30.20638361840657,914.5439128524857,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.5204,17.1212,28253.477564888846,519.5260261338,934.7380905
764,764,-393349.4897,0.8,0.7,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,67.50768857288682,49.532655387808134,31.92902501267164,821.8305435328039,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.3986,24.8766,42660.12552359543,1117.5307856337,1292.5043908
765,765,-386169.2359,0.9,0.8,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,66.3466532812802,49.5482950237851,33.57151930540899,1012.6222599536325,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.1011,19.0496,43170.82824145075,872.1018139304,1042.9611835
766,766,-497148.2936,0.7,0.7,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,68.78875470427295,50.2523414976489,34.381664956790715,1033.9822850164264,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.5105,33.7251,36630.11917710803,1310.8046284741,1428.2769605
767,767,-126560.5536,0.8,0.8,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,52.342949093059495,32.26532391849424,30.959330421862063,822.4655348521342,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5384,16.4537,28539.97409547904,505.3452291664,923.7611448
768,768,-460957.5072,0.9,0.8,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,81.14927905034045,63.15971106706737,31.445376814536495,899.7227080965567,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.3564,27.0001,47180.51064060054,1330.4103626337,1830.2676581
769,769,-118000.1458,0.9,1.0,0.7,50,0.9,2,1,0,0,1,1,1,0,1,1,0,83.48092186225755,66.45888036690503,33.01826110806373,874.0649388985087,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,15.3567,17.8677,69091.4237269281,1289.0078268418,1521.7921685
770,770,-216848.079,0.9,0.7,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,51.97480529385218,31.72600781771153,30.684413510883047,822.2612412821538,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.4885,16.1251,27969.274793691515,483.4359963871,904.575652
771,771,-238596.6275,0.9,0.8,0.2,40,1.0,2,1,0,0,1,1,1,0,1,1,0,72.64823576948251,52.9851336042172,29.99997440070384,834.0406468216548,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.7215,22.9017,50848.66982343335,1216.9284313683,1289.7716408
772,772,-37947.8292,0.7,0.7,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,90.16770810039938,70.63765047202676,38.174182646977705,1036.6813750764857,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.12300858027224662,8.6144,18.0969,70374.85899057286,1340.8633671546,1286.7617814
773,773,-122961.8836,1.0,0.8,0.7,30,1.0,2,1,0,0,1,1,1,0,1,1,0,54.92200337404929,30.306126236417043,31.766045821316943,790.39130642698,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.8811,15.3782,28311.87553987236,468.7829900514,1074.8150018
774,774,39826.0557,1.0,1.0,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,39.38992528765057,21.822750536462532,22.289247772566302,590.6889312080027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39832704735087127,7.4955,16.5136,18723.606739067003,333.3241276596,902.8291028
775,775,-159499.2731,0.8,0.7,0.6,25,0.9,2,1,0,0,1,1,1,0,1,1,0,56.31179635504986,35.28791620995491,33.52969538450452,820.6378860882256,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.3414,14.4556,32917.16878327309,512.9125075956,915.6831367
776,776,46504.4728,0.9,0.8,0.3,55,1.0,2,1,0,0,1,1,1,0,1,1,0,43.44790289397751,22.451036570779568,24.056719888539625,617.7261732896545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43627222640425595,9.7959,17.0476,20803.758463802675,381.5843831782,1026.0966786
777,777,-388882.1342,1.0,0.9,1.0,30,1.0,2,1,0,0,1,1,1,0,1,1,0,78.15668777947948,58.293662763472696,34.514063163220605,841.5866144733068,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.5715,24.4505,46004.675717720995,1181.3067567819,1616.3600459
778,778,8716.2752,0.7,0.8,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,57.842806334659365,40.60481601209311,27.366383295605246,805.0361220760499,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.19965519825193576,11.5308,22.4752,37437.272781992986,886.0941498426,1268.104524
779,779,-28983.6021,0.9,1.0,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,51.4747260472352,33.24783137397782,30.69338750926905,770.2277565866302,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.10998042009002089,12.4794,15.6149,35938.03181829273,603.6228312518,910.1879908
780,780,-442593.4191,0.8,0.7,0.3,20,1.0,2,1,0,0,1,1,1,0,1,1,0,72.37507592049599,55.59918522648686,35.150204641716954,1185.340761208073,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.9387,20.8047,44242.72218055768,977.1918955109,1311.0868199
781,781,-133285.1726,1.0,0.8,0.9,55,1.0,2,1,0,0,1,1,1,0,1,1,0,79.45023956868616,60.33709894187654,30.451975427995208,754.0703027701811,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.2304,25.8365,53161.83816281262,1429.5402799628,1805.4707424
782,782,-16343.6016,0.8,0.8,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,62.89536619531607,43.639251591124136,31.07834583584034,954.6387433065634,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1251593571465566,10.0906,18.9911,38589.516268846026,775.2898026499,1308.2009896
783,783,-235217.5885,0.7,1.0,1.0,20,1.0,2,1,0,0,1,1,1,0,1,1,0,46.54082629282846,27.982736649875378,27.3206207576603,798.2314016573038,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.1841,19.0666,21933.273837461402,447.5967848949,1102.4631271
784,784,-316594.2934,0.9,1.0,0.2,25,0.9,2,1,0,0,1,1,1,0,1,1,0,63.81571687254407,44.988164051842475,25.498166100950865,758.3240742632231,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.062,20.1909,41543.50674778899,874.6148374877,1084.2702399
785,785,-328389.7431,0.9,1.0,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,58.09218634269752,39.65922730246991,29.386841678003154,848.302899787746,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.9546,30.2778,31479.32675622556,1008.7129451721,1414.4450967
786,786,-400104.4204,0.9,0.7,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,75.14447832408226,54.82406241688946,33.56264621312094,980.9367565994498,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.9698,26.3964,43502.14729150154,1209.5552396105,1373.8794545
787,787,-161409.4441,1.0,0.9,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,62.981005463484514,40.190107832515295,29.247709768513083,728.0148413191473,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.9419,27.4261,36664.33672539243,1057.8327762349,1275.5498271
788,788,-488340.3244,0.7,0.7,1.0,25,1.0,2,1,0,0,1,1,1,0,1,1,0,81.71170175904166,63.264039310331,31.692050763607728,759.2173655359072,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0243,26.4678,43839.81068960498,1212.3461724598,1878.5696312
789,789,-88396.5087,0.7,0.8,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,51.32095715470295,31.90641084414655,22.050405821585045,482.6170202658276,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8772,32.2814,28674.92699722026,970.7863877202,1391.7799977
790,790,-322998.136,0.7,1.0,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,100.24082222200403,80.8259259734264,39.57776569702528,1218.0672147519626,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.218,18.8533,68605.69689273594,1356.1658619493,1517.2721065
791,791,-187838.6028,0.9,0.9,0.4,45,0.9,2,1,0,0,1,1,1,0,1,1,0,72.37744596049951,52.521434814766224,31.647180233231214,838.2367766513764,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0705,19.4663,55448.91593479596,1132.6192990236,1202.0370981
792,792,-274983.2477,0.7,0.7,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,74.05010158368216,54.4038411883233,31.7476212363882,869.1058552583388,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.1288,18.1705,52652.80381440764,1001.593837605,1246.2045314
793,793,-477556.6589,1.0,0.9,0.7,35,0.9,2,1,0,0,1,1,1,0,1,1,0,63.82403132503299,42.96047641456951,26.149808732911907,716.0396782678584,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5842,41.5825,31934.47657213768,1388.2481483649,1540.2218607
794,794,-254818.5986,0.9,0.9,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,61.392390650657816,41.52899635846978,26.749217740338537,716.4026982676403,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.4154,27.7931,35133.60763399277,1023.5215064251,1431.7791652
795,795,-621349.0063,0.7,0.8,1.0,20,1.0,2,1,0,0,1,1,1,0,1,1,0,82.86110281072126,63.44580415834146,37.45223243342143,1039.5050102519947,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.7941,28.876,45283.27296246042,1382.352958837,1608.7523431
796,796,-164224.2387,0.8,0.8,0.8,50,1.0,2,1,0,0,1,1,1,0,1,1,0,88.98410444837225,69.53486586992271,36.05217939177171,1069.532869856875,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.6237,22.1131,62617.29612506688,1448.6473491661,1761.5925038
797,797,18465.6592,0.9,1.0,1.0,45,1.0,2,1,0,0,1,1,1,0,1,1,0,38.41026745418668,22.708737787680484,22.2029428559982,592.5832534896165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2668148035939888,9.9328,14.7498,19989.751981666806,317.7033376946,1080.1971594
798,798,-143221.686,0.8,1.0,1.0,50,0.9,2,1,0,0,1,1,1,0,1,1,0,61.38353498154283,42.30237815347107,32.461219775718504,1010.6252579836478,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,16.152,19.5205,44870.06597560668,933.1072854729,1213.4980513
799,799,-181256.9454,0.7,1.0,0.2,20,1.0,2,1,0,0,1,1,1,0,1,1,0,42.45391418310703,25.015134266793716,24.298188219190926,617.5340618470268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.2089,16.0741,20954.80840710436,360.9392063419,1017.5467814
800,800,-367549.1765,0.7,0.9,0.6,30,1.0,2,1,0,0,1,1,1,0,1,1,0,77.9360082063055,59.58170499917138,28.218072713342597,712.5069780389156,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.2367,21.9166,53193.9487170303,1211.3607802688,1464.5079694
801,801,-86261.0539,1.0,0.8,0.7,55,0.9,2,1,0,0,1,1,1,0,1,1,0,66.90537148558067,46.49916494243743,28.399144125283463,713.7558913343507,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.8429,27.3047,38369.09957436593,1096.9288475171,1514.3475723
802,802,-590611.9134,0.8,0.7,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,86.97298109960539,69.18674763038963,34.98065903308816,1072.2342602813947,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8895,29.494,53676.00153645799,1658.6783848087,1771.4468922
803,803,39352.3972,0.7,0.9,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,58.1388783361025,36.34391339597383,30.39691783244782,819.1254954829457,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.31712154160901657,11.3499,19.0176,36365.837025620145,736.2809790033,1119.4167644
804,804,-552053.3157,1.0,0.9,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,87.20213247965884,70.08837592032567,35.328522611028234,1071.9861816497128,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.4876,25.1993,62953.90669180373,1660.8328122088,1483.7458796
805,805,-243426.7735,1.0,0.8,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,74.10793732038172,55.03955958304181,25.94334876898662,692.3236381016304,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.2343,23.3749,48961.51060467916,1187.5001564354,1562.8902685
806,806,74946.2772,0.9,0.8,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,38.38219021157429,20.596190579066246,21.487492501582064,591.4526317837548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6182909615908568,10.2762,16.9685,18089.18116486926,330.1385630729,1077.3923717
807,807,39750.899,1.0,0.7,0.6,55,0.9,2,1,0,0,1,1,1,0,1,1,0,44.48063452132277,25.23483893045101,25.235065053520508,635.0757126312126,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.39674741823477105,11.6637,16.0109,24820.750781091738,427.6062217662,900.3433771
808,808,-29960.1611,0.8,0.9,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,55.92122998199645,37.24430792849289,33.059733993531516,1135.0713495061364,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1172226815853928,12.4615,15.6358,39665.71517986661,668.9117765134,974.6847866
809,809,-224644.0692,0.9,0.8,0.8,50,1.0,2,1,0,0,1,1,1,0,1,1,0,94.25104327447397,72.2889679725131,39.02379906088845,1065.9932261502993,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0317,21.9023,72322.71954258162,1663.209312395,1731.9987564
810,810,-285196.9259,0.7,0.9,0.3,25,0.9,2,1,0,0,1,1,1,0,1,1,0,85.10274136019929,66.89424979338426,37.83675522856973,1025.628154012339,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.6982,15.4074,61679.14746001586,1000.3015903226,1116.1956649
811,811,-198028.8978,0.7,0.8,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,81.30036450585064,59.130895557707035,29.967500601924513,732.7850410365631,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.324,25.29,56245.28166951296,1475.71488089,1499.3627011
812,812,-3868.0334,0.9,0.7,0.8,45,1.0,2,1,0,0,1,1,1,0,1,1,0,54.84004855068957,32.48452055607782,32.154019726219566,822.1416762698523,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.16795492737028772,9.4508,15.0504,30135.009437792527,489.5320141795,1089.3445881
813,813,-4094.5136,1.0,0.8,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,66.1367857172686,47.48866007156646,29.76784146176882,715.6854880549618,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1891695690243659,10.8721,21.8021,47390.62143638536,1084.4341431428,1187.1755407
814,814,-173444.8598,0.8,0.9,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,65.50081842276386,46.04342699284831,32.861498034492875,863.3090977777392,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2459,21.1284,42723.08259558813,955.1201695634,1212.5041611
815,815,-642235.4298,0.8,0.7,0.5,25,1.0,2,1,0,0,1,1,1,0,1,1,0,91.15577166231026,70.51869394694927,37.2351660365129,1066.8616445590508,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.3464,28.3055,55727.807438057906,1655.7104968543,1586.4190319
816,816,-266825.3786,0.9,0.8,0.1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,59.73039088710203,37.56551528073511,35.129392309236096,964.8482598275252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.5682,15.8253,33249.23907484868,565.8546547581,1109.5937575
817,817,19217.8878,0.9,1.0,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,54.78112467501019,31.811244348758237,32.121473360257184,791.5159641717455,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2842773201096824,11.3139,14.4666,32038.31119288966,500.3097424673,1078.9241982
818,818,-109571.7421,0.8,0.9,0.5,40,0.9,2,1,0,0,1,1,1,0,1,1,0,55.429367643120884,34.96809493544788,32.56269210587947,969.1660825538002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8898,17.4495,33935.959926967014,637.4147658006,954.2531548
819,819,-324015.5387,0.7,1.0,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,69.95109987979893,49.10423248090723,31.88912814308783,850.3856501344803,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.2126,21.1368,48002.97859324701,1066.3818887959,1197.9482329
820,820,-171584.3069,0.8,1.0,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,80.67452760125204,59.84544282556621,35.50266596136298,1042.3671385334012,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.8726,22.1091,59518.70918149315,1383.4525520735,1409.4639977
821,821,-264823.1342,0.7,1.0,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,53.32562145569616,31.85288893424908,31.177418236116964,767.5326322775305,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1584,17.7007,27694.951293832994,525.3328579843,1090.5531794
822,822,-69596.9597,0.8,0.8,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,42.77197390498521,26.06613055656073,25.405948966765234,660.4146658864483,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.6608,18.1438,22615.13863342075,440.896915108,1050.7156563
823,823,273645.77,0.8,1.0,0.1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,96.81789926870044,78.44499275730817,32.7099849563959,865.80102079961,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8040384647585092,6.8398,14.9732,78017.51657381418,1209.8013670699,1131.8168792
824,824,-123700.4952,0.9,0.8,1.0,35,1.0,2,1,0,0,1,1,1,0,1,1,0,55.77176607131673,36.472716137650174,32.984749101990175,969.5648849401604,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.6103,16.9717,32424.78626689494,592.1577865419,1132.3414379
825,825,-336372.5091,0.8,0.8,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,71.47904206348852,57.31161899702462,32.08581093906782,1042.3206680863198,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.9465,27.7519,45427.143404811446,1326.2249071066,1452.163456
826,826,-8133.8219,0.7,0.8,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,59.72748780201715,39.1551486620497,25.738345101717364,638.0586697378062,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15393705046427597,9.6408,18.5943,38885.98470817272,757.472610652,1139.9025041
827,827,-113963.5629,1.0,0.7,0.9,35,1.0,2,1,0,0,1,1,1,0,1,1,0,60.35471768768289,37.27007315939216,35.35047791424717,964.8649891029943,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.3424,15.875,34775.626999378306,595.3764581345,1123.7014307
